# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	0.7070336	-0.70703346	0	-9.230945e-18	-1.0105204e-17	5.497787	0.390625
0	0.92476255	-0.37838814	0	-9.242265e-18	-1.0097883e-17	5.8904862	0.390625
0	0.9971222	-2.9212541e-09	0	-4.2100168e-18	-5.0385838e-18	0	0.1953125
0	0.9269073	0.3706042	0	-4.195314e-18	-5.0439013e-18	0.3926991	0.1953125
0	0.7069966	0.7069963	0	-4.1784607e-18	-5.0523377e-18	0.7853982	0.1953125
0	0.3706025	0.9269079	0	-4.1953137e-18	-5.0439017e-18	1.1780972	0.1953125
0	-9.79127e-10	0.9971222	0	-4.2100168e-18	-5.0385833e-18	1.5707964	0.1953125
0	-0.37060153	0.9269083	0	-4.1953137e-18	-5.0439013e-18	1.9634954	0.1953125
0	-0.7069967	0.7069964	0	-4.1784603e-18	-5.052337e-18	2.3561945	0.1953125
0	-0.9269079	0.37060267	0	-4.195314e-18	-5.0439017e-18	2.7488935	0.1953125
0	-0.9971222	3.257613e-09	0	-4.2100164e-18	-5.0385838e-18	3.1415927	0.1953125
0	-0.92690825	-0.37060162	0	-4.1953145e-18	-5.0439013e-18	3.5342917	0.1953125
0	-0.7069967	-0.7069964	0	-4.1784607e-18	-5.0523373e-18	3.9269907	0.1953125
0	-0.37062192	-0.9269003	0	-4.1953137e-18	-5.0439038e-18	4.3196898	0.1953125
0	3.6124028e-09	-0.99712235	0	-4.210017e-18	-5.0385833e-18	4.712389	0.1953125
0	0.37060082	-0.92690855	0	-4.1953145e-18	-5.043902e-18	5.105088	0.1953125
0	0.7069965	-0.7069962	0	-4.178461e-18	-5.052337e-18	5.497787	0.1953125
0	0.92690825	-0.37060148	0	-4.195314e-18	-5.0439013e-18	5.8904862	0.1953125
0	0.99539286	-5.165183e-09	0	-1.6926575e-18	-2.5149223e-18	0	0.09765625
0	0.9323771	0.3528561	0	-1.6751161e-18	-2.5175583e-18	0.3926991	0.09765625
0	0.70696026	0.70695937	0	-1.6523518e-18	-2.5260375e-18	0.7853982	0.09765625
0	0.35285574	0.9323772	0	-1.6751163e-18	-2.5175591e-18	1.1780972	0.09765625
0	-2.8337088e-09	0.9953928	0	-1.692658e-18	-2.5149223e-18	1.5707964	0.09765625
0	-0.3528543	0.9323779	0	-1.6751162e-18	-2.5175585e-18	1.9634954	0.09765625
0	-0.70696044	0.70695966	0	-1.6523519e-18	-2.5260384e-18	2.3561945	0.09765625
0	-0.9323567	0.35291207	0	-1.6751163e-18	-2.5175651e-18	2.7488935	0.09765625
0	-0.99539286	2.7000868e-09	0	-1.6926576e-18	-2.5149225e-18	3.1415927	0.09765625
0	-0.9323772	-0.35285595	0	-1.6751161e-18	-2.5175587e-18	3.5342917	0.09765625
0	-0.7069605	-0.7069596	0	-1.6523518e-18	-2.5260382e-18	3.9269907	0.09765625
0	-0.3528549	-0.9323776	0	-1.6751161e-18	-2.517559e-18	4.3196898	0.09765625
0	3.1193834e-09	-0.99539274	0	-1.6926579e-18	-2.5149219e-18	4.712389	0.09765625
0	0.3529172	-0.93235487	0	-1.6751162e-18	-2.5175658e-18	5.105088	0.09765625
0	0.70696044	-0.70695966	0	-1.6523519e-18	-2.5260382e-18	5.497787	0.09765625
0	0.9323778	-0.3528543	0	-1.6751164e-18	-2.5175587e-18	5.8904862	0.09765625
0	0.9938911	-5.4923266e-09	0	-4.3608057e-19	-1.2555641e-18	0	0.048828125
0	0.94316053	0.3181754	0	-4.1795446e-19	-1.254599e-18	0.3926991	0.048828125
0	0.7069288	0.706927	0	-3.893601e-19	-1.2629619e-18	0.7853982	0.048828125
0	0.31817442	0.943161	0	-4.1795461e-19	-1.2545989e-18	1.1780972	0.048828125
