# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	0.17096181	0.98527765	0	-2.5863215e-15	-2.5871997e-15	1.3989905	100
0	0.16491304	0.98630804	0	-2.5863215e-15	-2.5871999e-15	1.4051265	100
0	0.15885809	0.98730147	0	-2.5863215e-15	-2.5871999e-15	1.4112623	100
0	0.15279712	0.9882575	0	-2.5863217e-15	-2.5871997e-15	1.4173982	100
0	0.1467304	0.98917645	0	-2.5863215e-15	-2.5871999e-15	1.4235342	100
0	0.14065817	0.9900582	0	-2.5863217e-15	-2.5872e-15	1.4296701	100
0	0.13458066	0.9909027	0	-2.5863217e-15	-2.5872e-15	1.435806	100
0	0.12849806	0.9917097	0	-2.5863215e-15	-2.5871997e-15	1.441942	100
0	0.12241061	0.9924795	0	-2.5863215e-15	-2.5871997e-15	1.4480779	100
0	0.116318576	0.9932119	0	-2.5863215e-15	-2.5871999e-15	1.4542137	100
0	0.11022217	0.9939069	0	-2.5863215e-15	-2.5871999e-15	1.4603497	100
0	0.10412158	0.9945644	0	-2.5863215e-15	-2.5871999e-15	1.4664856	100
0	0.09801709	0.99518466	0	-2.5863215e-15	-2.5872e-15	1.4726216	100
0	0.09190892	0.9957673	0	-2.5863215e-15	-2.5871999e-15	1.4787575	100
0	0.08579727	0.9963125	0	-2.5863215e-15	-2.5871999e-15	1.4848934	100
0	0.079682395	0.9968203	0	-2.5863217e-15	-2.5872e-15	1.4910294	100
0	0.07356454	0.99729043	0	-2.5863215e-15	-2.5871997e-15	1.4971652	100
0	0.067443885	0.9977231	0	-2.5863217e-15	-2.5872e-15	1.5033011	100
0	0.061320703	0.99811804	0	-2.5863215e-15	-2.5871997e-15	1.5094371	100
0	0.055195224	0.9984756	0	-2.5863215e-15	-2.5871999e-15	1.515573	100
0	0.04906765	0.9987954	0	-2.5863217e-15	-2.5872e-15	1.521709	100
0	0.042938236	0.9990776	0	-2.5863217e-15	-2.5872e-15	1.5278449	100
0	0.036807206	0.99932224	0	-2.5863217e-15	-2.5871997e-15	1.5339808	100
0	0.030674787	0.9995293	0	-2.5863217e-15	-2.5872e-15	1.5401167	100
0	0.024541216	0.99969876	0	-2.5863215e-15	-2.5871999e-15	1.5462526	100
0	0.01840672	0.99983054	0	-2.5863215e-15	-2.5871997e-15	1.5523885	100
0	0.012271531	0.99992466	0	-2.5863217e-15	-2.5871999e-15	1.5585245	100
0	0.0061358814	0.99998105	0	-2.5863215e-15	-2.5872e-15	1.5646604	100
0	2.6818e-12	1	0	-2.5863215e-15	-2.5871999e-15	1.5707964	100
0	0.9999997	5.759571e-13	0	-1.2927217e-15	-1.2935997e-15	0	50
0	0.9999809	0.006135872	0	-1.2927219e-15	-1.2935998e-15	0.0061359233	50
0	0.99992436	0.012271513	0	-1.2927217e-15	-1.2935995e-15	0.012271847	50
0	0.9998303	0.018406695	0	-1.2927215e-15	-1.2935995e-15	0.01840777	50
0	0.99969864	0.024541179	0	-1.2927218e-15	-1.2935997e-15	0.024543693	50
0	0.9995292	0.030674743	0	-1.292722e-15	-1.2935997e-15	0.030679615	50
0	0.99932206	0.03680715	0	-1.2927216e-15	-1.2935994e-15	0.03681554	50
0	0.9990775	0.042938173	0	-1.2927216e-15	-1.2935995e-15	0.04295146	50
0	0.99879515	0.049067575	0	-1.2927218e-15	-1.2935998e-15	0.049087387	50
0	0.9984754	0.05519514	0	-1.2927218e-15	-1.2935997e-15	0.05522331	50
0	0.9981179	0.06132061	0	-1.2927217e-15	-1.2935996e-15	0.06135923	50
0	0.9977228	0.06744379	0	-1.2927218e-15	-1.2935995e-15	0.06749515	50
0	0.9972902	0.07356442	0	-1.2927216e-15	-1.2935995e-15	0.07363108	50
0	0.99682	0.07968228	0	-1.2927217e-15	-1.2935996e-15	0.079767	50
0	0.9963123	0.08579714	0	-1.2927218e-15	-1.2935997e-15	0.08590292	50
0	0.99576724	0.09190878	0	-1.2927218e-15	-1.2935996e-15	0.09203885	50
0	0.9951846	0.09801694	0	-1.2927219e-15	-1.2935998e-15	0.09817477	50
0	0.9945644	0.10412143	0	-1.2927217e-15	-1.2935996e-15	0.10431069	50
0	0.99390674	0.11022199	0	-1.2927218e-15	-1.2935997e-15	0.11044662	50
0	0.9932117	0.1163184	0	-1.2927218e-15	-1.2935995e-15	0.11658254	50
0	0.99247926	0.12241043	0	-1.2927221e-15	-1.2935998e-15	0.12271846	50
0	0.99170965	0.12849787	0	-1.2927218e-15	-1.2935997e-15	0.12885438	50
0	0.9909025	0.13458045	0	-1.2927216e-15	-1.2935995e-15	0.1349903	50
0	0.990058	0.14065798	0	-1.2927218e-15	-1.2935997e-15	0.14112623	50
0	0.9891763	0.1467302	0	-1.2927218e-15	-1.2935998e-15	0.14726216	50
0	0.98825735	0.1527969	0	-1.2927217e-15	-1.2935996e-15	0.15339808	50
0	0.98730123	0.15885787	0	-1.2927214e-15	-1.2935994e-15	0.159534	50
0	0.986308	0.16491282	0	-1.2927218e-15	-1.2935998e-15	0.16566992	50
0	0.9852774	0.17096159	0	-1.2927219e-15	-1.2935998e-15	0.17180584	50
0	0.9842099	0.17700392	0	-1.2927218e-15	-1.2935998e-15	0.17794177	50
0	0.98310536	0.18303956	0	-1.2927217e-15	-1.2935997e-15	0.1840777	50
0	0.9819637	0.1890683	0	-1.2927217e-15	-1.2935997e-15	0.19021362	50
0	0.98078513	0.19508995	0	-1.2927217e-15	-1.2935995e-15	0.19634955	50
0	0.97956955	0.20110427	0	-1.2927217e-15	-1.2935997e-15	0.20248546	50
0	0.97831726	0.207111	0	-1.2927216e-15	-1.2935995e-15	0.20862138	50
0	0.977028	0.21310993	0	-1.2927218e-15	-1.2935997e-15	0.21475731	50
0	0.975702	0.21910086	0	-1.2927215e-15	-1.2935997e-15	0.22089323	50
0	0.9743392	0.2250835	0	-1.2927218e-15	-1.2935998e-15	0.22702916	50
0	0.9729398	0.23105767	0	-1.2927217e-15	-1.2935998e-15	0.23316509	50
0	0.9715038	0.23702322	0	-1.2927216e-15	-1.2935997e-15	0.239301	50
0	0.9700312	0.24297975	0	-1.2927219e-15	-1.2935999e-15	0.24543692	50
0	0.968522	0.24892722	0	-1.2927218e-15	-1.2935998e-15	0.25157285	50
0	0.96697634	0.25486526	0	-1.2927217e-15	-1.2935998e-15	0.25770876	50
0	0.9653943	0.2607937	0	-1.2927217e-15	-1.2935995e-15	0.2638447	50
0	0.963776	0.2667123	0	-1.2927217e-15	-1.2935996e-15	0.2699806	50
0	0.9621213	0.27262092	0	-1.2927217e-15	-1.2935997e-15	0.27611655	50
0	0.96043044	0.27851924	0	-1.2927216e-15	-1.2935997e-15	0.28225246	50
0	0.9587034	0.2844071	0	-1.2927216e-15	-1.2935997e-15	0.2883884	50
0	0.95694035	0.29028422	0	-1.2927217e-15	-1.2935998e-15	0.2945243	50
