# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var1-d (nm)	var2-s (nm)
0	-2.1752683e-06	0.33312297	0	-2.3363673e-17	-2.5847976e-17	1.5707964	4.712389	1.5707964	-1.6561866e-06	0.99293697	0	-4.854072e-06	-0.9932577	0	-1.5221591e-08	0.9996897	0	0.66	100	2e-09	0	130
0	-0.0044108564	0.27821487	0	-2.3214908e-17	-2.584768e-17	3.1415927	0	1.5707964	-0.9926411	0.015757471	0	0.97665286	-0.180791	0	0.0027555965	0.99967813	0	0.66	100	2e-09	0	130
0	-0.6613557	0.3003877	0	-2.3388572e-17	-2.5847598e-17	3.1415927	1.5707964	1.5707964	-0.9927086	-0.0017015045	0	-0.9879436	-0.09681037	0	-0.0034148516	0.99967504	0	0.66	100	2e-09	0	130
0	-0.66135514	0.3003799	0	-2.3388573e-17	-2.58476e-17	3.1415927	3.1415927	1.5707964	-0.99270856	-0.0017076427	0	-0.98794186	-0.09682779	0	-0.0034148446	0.99967504	0	0.66	100	2e-09	0	130
0	-0.41852245	0.046686195	0	-2.3346281e-17	-2.584796e-17	3.1415927	4.712389	1.5707964	-0.98795223	0.097996846	0	-0.2665268	-0.95762724	0	-0.00108833	0.999689	0	0.66	100	2e-09	0	130
0	0.4347154	0.016906343	0	-2.331652e-17	-2.5847602e-17	4.712389	0	1.5707964	0.30861482	-0.9448523	0	0.9923121	-0.0041040075	0	0.0032192767	0.9996753	0	0.66	100	2e-09	0	130
0	2.3263024e-06	0.33307147	0	-2.3303911e-17	-2.5847563e-17	4.712389	1.5707964	1.5707964	1.7664146e-06	-0.99294835	0	5.196411e-06	0.9924889	0	1.6095283e-08	0.99967366	0	0.66	100	2e-09	0	130
0	-0.43471634	0.016906546	0	-2.331652e-17	-2.5847602e-17	4.712389	3.1415927	1.5707964	-0.3086176	-0.9448513	0	-0.9923121	-0.004104274	0	-0.003219278	0.99967515	0	0.66	100	2e-09	0	130
0	-2.3101595e-06	-0.32841244	0	-2.3302743e-17	-2.5847993e-17	4.712389	4.712389	1.5707964	-1.9440115e-06	-0.9924435	0	-4.9704963e-06	-0.9924842	0	-1.6069924e-08	0.9996903	0	0.66	100	2e-09	0	130
0	0.6596842	0.30621696	0	-2.3615604e-17	-2.6072013e-17	0	0	1.5707964	0.99270767	-0.0022308193	0	0.9890643	-0.08482003	0	0.002969927	0.9996939	0	0.66	100	2e-09	0	135
0	0.45955592	0.6001397	0	-2.3513838e-17	-2.6071962e-17	0	1.5707964	1.5707964	0.98619044	-0.114783704	0	0.39516982	0.9120494	0	0.0012777159	0.9996917	0	0.66	100	2e-09	0	135
0	0.0032142862	0.28701112	0	-2.3441648e-17	-2.6072076e-17	0	3.1415927	1.5707964	0.9926921	0.012159571	0	-0.980641	-0.15699679	0	-0.0023600298	0.9996962	0	0.66	100	2e-09	0	135
0	0.41843665	0.049942132	0	-2.3570025e-17	-2.6072291e-17	0	4.712389	1.5707964	0.9879022	0.09850876	0	0.2700498	-0.95661503	0	0.00097449776	0.99970454	0	0.66	100	2e-09	0	135
0	0.4232716	0.5793295	0	-2.3543173e-17	-2.6072056e-17	1.5707964	0	1.5707964	0.30038482	0.947449	0	0.9703579	-0.21279779	0	0.0027155983	0.99969536	0	0.66	100	2e-09	0	135
0	2.101119e-06	0.9947993	0	-2.3458164e-17	-2.6071964e-17	1.5707964	1.5707964	1.5707964	1.579855e-06	0.9923966	0	4.7290073e-06	0.992267	0	1.2938813e-08	0.99969196	0	0.66	100	2e-09	0	135
0	-0.42324293	0.57933474	0	-2.3543172e-17	-2.6072056e-17	1.5707964	3.1415927	1.5707964	-0.30030078	0.947475	0	-0.97035563	-0.21280783	0	-0.0027155674	0.99969536	0	0.66	100	2e-09	0	135
0	-1.6245943e-06	0.3350631	0	-2.3587487e-17	-2.607231e-17	1.5707964	4.712389	1.5707964	-1.2608632e-06	0.99293727	0	-3.6171002e-06	-0.99321127	0	-9.828025e-09	0.99970514	0	0.66	100	2e-09	0	135
0	-0.0031967629	0.28704476	0	-2.3441648e-17	-2.6072076e-17	3.1415927	0	1.5707964	-0.9926952	0.011900375	0	0.98069656	-0.15663636	0	0.0023601812	0.99969625	0	0.66	100	2e-09	0	135
0	-0.45952317	0.60015106	0	-2.3513838e-17	-2.6071959e-17	3.1415927	1.5707964	1.5707964	-0.9861896	-0.11479135	0	-0.39507255	0.91209126	0	-0.0012774837	0.9996917	0	0.66	100	2e-09	0	135
0	-0.65968585	0.30623236	0	-2.3615603e-17	-2.6072018e-17	3.1415927	3.1415927	1.5707964	-0.9927076	-0.0022467875	0	-0.9890694	-0.084757745	0	-0.0029699448	0.9996939	0	0.66	100	2e-09	0	135
0	-0.4184264	0.04994127	0	-2.3570027e-17	-2.6072295e-17	3.1415927	4.712389	1.5707964	-0.9879017	0.09851442	0	-0.27001962	-0.9566233	0	-0.0009744195	0.9997045	0	0.66	100	2e-09	0	135
0	0.43320036	0.024229363	0	-2.354375e-17	-2.6072023e-17	4.712389	0	1.5707964	0.30819887	-0.94498473	0	0.99235046	0.0095278295	0	0.002780706	0.99969405	0	0.66	100	2e-09	0	135
0	1.7157851e-06	0.3350253	0	-2.3535171e-17	-2.607198e-17	4.712389	1.5707964	1.5707964	1.3149906e-06	-0.9929479	0	3.8369753e-06	0.99257314	0	1.0446811e-08	0.9996925	0	0.66	100	2e-09	0	135
0	-0.43319255	0.02422728	0	-2.354375e-17	-2.6072023e-17	4.712389	3.1415927	1.5707964	-0.30817536	-0.94499207	0	-0.99235034	0.009529037	0	-0.0027806987	0.99969405	0	0.66	100	2e-09	0	135
0	-1.7193893e-06	-0.32457933	0	-2.352611e-17	-2.607232e-17	4.712389	4.712389	1.5707964	-1.4478838e-06	-0.9924416	0	-3.7146308e-06	-0.99247485	0	-1.0557655e-08	0.9997057	0	0.66	100	2e-09	0	135
0	0.6617521	0.30761063	0	-2.3387624e-17	-2.5847675e-17	0	0	1.5707964	0.9927069	-0.0025173745	0	0.9899177	-0.0743287	0	0.0026314086	0.9996781	0	0.66	100	2e-09	0	140
